utilization;EDF_busy_period;FPS_busy_period;EDF_first_DM_miss;EDF_schedulable;FPS_schedulable;hyperperiod;Priority_i,Deadline_i,Period_i,ID_i,WCET_i,EDF_response_time_i,FPS_response_time_i,FPS_deadline_miss_task_i,utilization_context_switch_i,utilization_clock_i;;;;;;;;;;;;;;;;;;;
0.9;520038.0;520038.0;0;1;1;113400000;20,33750,33750,1,736,754.0,754.0,0,0.0005333333333333334,0.0006577777777777777;19,37800,37800,2,618,1390.0,1390.0,0,0.0004761904761904762,0.0005873015873015873;18,39375,39375,3,1042,2450.0,2450.0,0,0.00045714285714285713,0.0005638095238095238;17,45000,45000,4,288,3378.0,2756.0,0,0.0004,0.0004933333333333334;16,45360,45360,5,964,3738.0,3738.0,0,0.0003968253968253968,0.0004894179894179894;15,54000,54000,6,558,4314.0,4314.0,0,0.0003333333333333333,0.0004111111111111111;14,67500,67500,7,1652,5984.0,5984.0,0,0.0002666666666666667,0.00032888888888888887;13,72000,72000,8,486,6488.0,6488.0,0,0.00025,0.0003083333333333333;12,75600,75600,9,1173,7679.0,7679.0,0,0.0002380952380952381,0.00029365079365079364;11,81000,81000,10,3801,11498.0,11498.0,0,0.00022222222222222223,0.00027407407407407404;10,94500,94500,11,6115,17631.0,17631.0,0,0.00019047619047619048,0.0002349206349206349;9,101250,101250,12,2890,21123.0,20539.0,0,0.00017777777777777779,0.00021925925925925924;8,120000,120000,13,8256,39873.0,28813.0,0,0.00015,0.000185;7,131250,131250,14,18554,51123.0,51123.0,0,0.00013714285714285713,0.00016914285714285713;6,140000,140000,15,3642,58763.0,55359.0,0,0.00012857142857142858,0.00015857142857142857;5,141750,141750,16,5136,60513.0,60513.0,0,0.00012698412698412698,0.00015661375661375662;4,162000,162000,17,5244,68310.0,65775.0,0,0.00011111111111111112,0.00013703703703703702;3,175000,175000,18,2780,81310.0,70997.0,0,0.00010285714285714286,0.00012685714285714286;2,180000,180000,19,8085,86310.0,86310.0,0,0.0001,0.00012333333333333334;1,648000,648000,20,151623,520038.0,520038.0,0,2.777777777777778e-05,3.4259259259259255e-05
0.9;387375.0;387375.0;0;1;1;113400000;20,15750,15750,1,38,56.0,56.0,0,0.001142857142857143,0.0014095238095238095;19,18900,18900,2,655,729.0,729.0,0,0.0009523809523809524,0.0011746031746031746;18,20000,20000,3,238,985.0,985.0,0,0.0009,0.0011099999999999999;17,25200,25200,4,95,1098.0,1098.0,0,0.0007142857142857143,0.0008809523809523809;16,45000,45000,5,437,6614.0,1553.0,0,0.0004,0.0004933333333333334;15,50400,50400,6,3429,12014.0,5000.0,0,0.00035714285714285714,0.00044047619047619046;14,52500,52500,7,1106,14114.0,6124.0,0,0.00034285714285714285,0.00042285714285714284;13,56250,56250,8,6924,17864.0,13066.0,0,0.00032,0.00039466666666666665;12,60000,60000,9,2356,21614.0,15440.0,0,0.0003,0.00037;11,60480,60480,10,3106,22094.0,18620.0,0,0.00029761904761904765,0.00036706349206349205;10,67500,67500,11,5587,29114.0,25154.0,0,0.0002666666666666667,0.00032888888888888887;9,70000,70000,12,6273,31614.0,31614.0,0,0.00025714285714285715,0.00031714285714285715;8,75000,75000,13,1235,32867.0,32867.0,0,0.00024,0.000296;7,105000,105000,14,2528,52252.0,35413.0,0,0.00017142857142857143,0.00021142857142857142;6,131250,131250,15,2719,78502.0,38823.0,0,0.00013714285714285713,0.00016914285714285713;5,141750,141750,16,187,89002.0,39028.0,0,0.00012698412698412698,0.00015661375661375662;4,150000,150000,17,23899,97252.0,97252.0,0,0.00012,0.000148;3,168750,168750,18,3594,107410.0,104680.0,0,0.00010666666666666667,0.00013155555555555555;2,189000,189000,19,8244,127660.0,130206.0,0,9.523809523809524e-05,0.00011746031746031745;1,540000,540000,20,31876,378857.0,387375.0,0,3.3333333333333335e-05,4.111111111111111e-05
0.9;323429.0;323429.0;0;1;1;113400000;20,20000,20000,1,938,956.0,956.0,0,0.0009,0.0011099999999999999;19,30240,30240,2,1398,2372.0,2372.0,0,0.0005952380952380953,0.0007341269841269841;18,40000,40000,3,522,2912.0,2912.0,0,0.00045,0.0005549999999999999;17,54000,54000,4,1919,10740.0,4849.0,0,0.0003333333333333333,0.0004111111111111111;16,56700,56700,5,3142,13440.0,8009.0,0,0.00031746031746031746,0.0003915343915343915;15,64800,64800,6,1667,21540.0,9694.0,0,0.0002777777777777778,0.0003425925925925926;14,67500,67500,7,8063,24240.0,17775.0,0,0.0002666666666666667,0.00032888888888888887;13,75600,75600,8,433,32340.0,18226.0,0,0.0002380952380952381,0.00029365079365079364;12,81000,81000,9,2033,37740.0,21233.0,0,0.00022222222222222223,0.00027407407407407404;11,84375,84375,10,4500,41115.0,25751.0,0,0.00021333333333333333,0.0002631111111111111;10,90720,90720,11,1294,47460.0,27063.0,0,0.0001984126984126984,0.0002447089947089947;9,94500,94500,12,14514,51240.0,44507.0,0,0.00019047619047619048,0.0002349206349206349;8,100800,100800,13,5185,57540.0,49710.0,0,0.00017857142857142857,0.00022023809523809523;7,105000,105000,14,954,61740.0,50682.0,0,0.00017142857142857143,0.00021142857142857142;6,162000,162000,15,2329,118740.0,53029.0,0,0.00011111111111111112,0.00013703703703703702;5,180000,180000,16,7548,136740.0,78281.0,0,0.0001,0.00012333333333333334;4,181440,181440,17,6984,138180.0,125748.0,0,9.92063492063492e-05,0.00012235449735449735;3,189000,189000,18,761,145740.0,126527.0,0,9.523809523809524e-05,0.00011746031746031745;2,200000,200000,19,21529,156740.0,168494.0,0,9e-05,0.000111;1,450000,450000,20,12222,323429.0,323429.0,0,4e-05,4.933333333333333e-05
0.9;289710.0;289710.0;0;1;1;113400000;20,15750,15750,1,536,554.0,554.0,0,0.001142857142857143,0.0014095238095238095;19,18900,18900,2,851,1996.0,1423.0,0,0.0009523809523809524,0.0011746031746031746;18,20000,20000,3,1655,3096.0,3096.0,0,0.0009,0.0011099999999999999;17,25200,25200,4,1606,4720.0,4720.0,0,0.0007142857142857143,0.0008809523809523809;16,35000,35000,5,1073,5811.0,5811.0,0,0.0005142857142857143,0.0006342857142857143;15,42000,42000,6,247,6076.0,6076.0,0,0.00042857142857142855,0.0005285714285714286;14,50000,50000,7,79,6173.0,6173.0,0,0.00036,0.000444;13,56250,56250,8,1179,7370.0,7370.0,0,0.00032,0.00039466666666666665;12,60480,60480,9,1522,8910.0,8910.0,0,0.00029761904761904765,0.00036706349206349205;11,65625,65625,10,1334,12343.0,10262.0,0,0.00027428571428571427,0.00033828571428571425;10,100000,100000,11,7698,46718.0,18532.0,0,0.00018,0.000222;9,100800,100800,12,4547,47518.0,27263.0,0,0.00017857142857142857,0.00022023809523809523;8,101250,101250,13,110,47968.0,27391.0,0,0.00017777777777777779,0.00021925925925925924;7,131250,131250,14,1376,77968.0,28785.0,0,0.00013714285714285713,0.00016914285714285713;6,151200,151200,15,20240,97918.0,55770.0,0,0.00011904761904761905,0.00014682539682539682;5,162000,162000,16,24224,108718.0,93273.0,0,0.00011111111111111112,0.00013703703703703702;4,168750,168750,17,12989,115468.0,136488.0,0,0.00010666666666666667,0.00013155555555555555;3,175000,175000,18,5219,121718.0,145043.0,0,0.00010285714285714286,0.00012685714285714286;2,453600,453600,19,824,145885.0,145885.0,0,3.968253968253968e-05,4.894179894179894e-05;1,675000,675000,20,19042,289710.0,289710.0,0,2.6666666666666667e-05,3.288888888888889e-05
0.9;316536.0;316536.0;0;1;1;113400000;20,18900,18900,1,471,489.0,489.0,0,0.0009523809523809524,0.0011746031746031746;19,20000,20000,2,878,1385.0,1385.0,0,0.0009,0.0011099999999999999;18,45000,45000,3,232,8920.0,1635.0,0,0.0004,0.0004933333333333334;17,45360,45360,4,7627,9280.0,9280.0,0,0.0003968253968253968,0.0004894179894179894;16,47250,47250,5,11,9309.0,9309.0,0,0.00038095238095238096,0.0004698412698412698;15,54000,54000,6,2707,12034.0,12034.0,0,0.0003333333333333333,0.0004111111111111111;14,64800,64800,7,976,13876.0,13028.0,0,0.0002777777777777778,0.0003425925925925926;13,65625,65625,8,1164,14701.0,14210.0,0,0.00027428571428571427,0.00033828571428571425;12,67500,67500,9,2348,16576.0,16576.0,0,0.0002666666666666667,0.00032888888888888887;11,81000,81000,10,1258,29341.0,17852.0,0,0.00022222222222222223,0.00027407407407407404;10,84375,84375,11,1850,32716.0,21105.0,0,0.00021333333333333333,0.0002631111111111111;9,100000,100000,12,2975,48341.0,24098.0,0,0.00018,0.000222;8,108000,108000,13,1256,56341.0,25372.0,0,0.00016666666666666666,0.00020555555555555556;7,118125,118125,14,13040,66466.0,38919.0,0,0.00015238095238095237,0.00018793650793650794;6,140000,140000,15,1778,88341.0,41611.0,0,0.00012857142857142858,0.00015857142857142857;5,181440,181440,16,23543,129781.0,86277.0,0,9.92063492063492e-05,0.00012235449735449735;4,189000,189000,17,30671,137341.0,168743.0,0,9.523809523809524e-05,0.00011746031746031745;3,196875,196875,18,1719,145216.0,172837.0,0,9.142857142857143e-05,0.00011276190476190476;2,200000,200000,19,1723,148341.0,174578.0,0,9e-05,0.000111;1,675000,675000,20,10703,316536.0,316536.0,0,2.6666666666666667e-05,3.288888888888889e-05
0.9;466141.0;466141.0;0;1;1;113400000;20,15750,15750,1,777,795.0,795.0,0,0.001142857142857143,0.0014095238095238095;19,35000,35000,2,439,1252.0,1252.0,0,0.0005142857142857143,0.0006342857142857143;18,45360,45360,3,436,1706.0,1706.0,0,0.0003968253968253968,0.0004894179894179894;17,56250,56250,4,755,2479.0,2479.0,0,0.00032,0.00039466666666666665;16,60000,60000,5,1615,5340.0,4112.0,0,0.0003,0.00037;15,60480,60480,6,1690,5820.0,5820.0,0,0.00029761904761904765,0.00036706349206349205;14,90000,90000,7,1306,26010.0,7144.0,0,0.0002,0.0002466666666666667;13,100000,100000,8,8845,36010.0,16802.0,0,0.00018,0.000222;12,108000,108000,9,1831,44010.0,18651.0,0,0.00016666666666666666,0.00020555555555555556;11,118125,118125,10,14166,54135.0,33630.0,0,0.00015238095238095237,0.00018793650793650794;10,126000,126000,11,8152,62010.0,42257.0,0,0.00014285714285714287,0.0001761904761904762;9,129600,129600,12,6105,65610.0,49629.0,0,0.0001388888888888889,0.0001712962962962963;8,131250,131250,13,12704,67260.0,67260.0,0,0.00013714285714285713,0.00016914285714285713;7,140000,140000,14,4908,72643.0,72643.0,0,0.00012857142857142858,0.00015857142857142857;6,157500,157500,15,105,79735.0,72766.0,0,0.00011428571428571428,0.00014095238095238096;5,162000,162000,16,10656,84235.0,84235.0,0,0.00011111111111111112,0.00013703703703703702;4,168750,168750,17,833,85870.0,85086.0,0,0.00010666666666666667,0.00013155555555555555;3,200000,200000,18,18555,117120.0,191318.0,0,9e-05,0.000111;2,567000,567000,19,47085,387633.0,387633.0,0,3.1746031746031745e-05,3.9153439153439155e-05;1,708750,708750,20,13426,466141.0,466141.0,0,2.5396825396825397e-05,3.1322751322751324e-05
0.9;268362.0;268362.0;0;1;0;113400000;20,33750,33750,1,980,998.0,998.0,0,0.0005333333333333334,0.0006577777777777777;19,50000,50000,2,4087,11445.0,5103.0,0,0.00036,0.000444;18,52500,52500,3,3550,13945.0,8671.0,0,0.00034285714285714285,0.00042285714285714284;17,54000,54000,4,1878,15445.0,10567.0,0,0.0003333333333333333,0.0004111111111111111;16,60480,60480,5,3101,21925.0,13686.0,0,0.00029761904761904765,0.00036706349206349205;15,65625,65625,6,1562,27070.0,15266.0,0,0.00027428571428571427,0.00033828571428571425;14,72000,72000,7,6115,33445.0,21399.0,0,0.00025,0.0003083333333333333;13,75600,75600,8,2831,37045.0,24248.0,0,0.0002380952380952381,0.00029365079365079364;12,78750,78750,9,7504,40195.0,31770.0,0,0.00022857142857142857,0.0002819047619047619;11,81000,81000,10,3528,42445.0,36314.0,0,0.00022222222222222223,0.00027407407407407404;10,90000,90000,11,7934,51445.0,44266.0,0,0.0002,0.0002466666666666667;9,90720,90720,12,550,52165.0,44834.0,0,0.0001984126984126984,0.0002447089947089947;8,101250,101250,13,1862,62695.0,46714.0,0,0.00017777777777777779,0.00021925925925925924;7,108000,108000,14,12146,69445.0,115161.0,1,0.00016666666666666666,0.00020555555555555556;6,113400,113400,15,777,70504.0,131239.0,1,0.00015873015873015873,0.00019576719576719576;5,120000,120000,16,39,77104.0,133671.0,1,0.00015,0.000185;4,135000,135000,17,8454,92104.0,143198.0,1,0.00013333333333333334,0.00016444444444444444;3,140000,140000,18,5001,97104.0,207508.0,1,0.00012857142857142858,0.00015857142857142857;2,196875,196875,19,1767,145727.0,261064.0,1,9.142857142857143e-05,0.00011276190476190476;1,472500,472500,20,347,268362.0,268362.0,0,3.809523809523809e-05,4.6984126984126986e-05
0.9;331811.0;331811.0;0;1;1;113400000;20,25200,25200,1,896,914.0,914.0,0,0.0007142857142857143,0.0008809523809523809;19,30240,30240,2,2405,3337.0,3337.0,0,0.0005952380952380953,0.0007341269841269841;18,35000,35000,3,1114,4469.0,4469.0,0,0.0005142857142857143,0.0006342857142857143;17,37800,37800,4,1556,6043.0,6043.0,0,0.0004761904761904762,0.0005873015873015873;16,45360,45360,5,2456,8517.0,8517.0,0,0.0003968253968253968,0.0004894179894179894;15,54000,54000,6,1170,9705.0,9705.0,0,0.0003333333333333333,0.0004111111111111111;14,65625,65625,7,2998,19856.0,12721.0,0,0.00027428571428571427,0.00033828571428571425;13,72000,72000,8,526,26231.0,13265.0,0,0.00025,0.0003083333333333333;12,78750,78750,9,7909,32981.0,21192.0,0,0.00022857142857142857,0.0002819047619047619;11,81000,81000,10,140,35231.0,21350.0,0,0.00022222222222222223,0.00027407407407407404;10,84375,84375,11,1860,38606.0,23228.0,0,0.00021333333333333333,0.0002631111111111111;9,87500,87500,12,7494,41731.0,34077.0,0,0.00020571428571428572,0.0002537142857142857;8,90720,90720,13,7245,44951.0,44046.0,0,0.0001984126984126984,0.0002447089947089947;7,94500,94500,14,2193,48731.0,48731.0,0,0.00019047619047619048,0.0002349206349206349;6,112500,112500,15,1415,56707.0,50164.0,0,0.00016,0.00019733333333333332;5,126000,126000,16,3531,70207.0,55815.0,0,0.00014285714285714287,0.0001761904761904762;4,168750,168750,17,19336,112957.0,125282.0,0,0.00010666666666666667,0.00013155555555555555;3,181440,181440,18,3991,125647.0,139244.0,0,9.92063492063492e-05,0.00012235449735449735;2,189000,189000,19,3778,132568.0,144716.0,0,9.523809523809524e-05,0.00011746031746031745;1,540000,540000,20,32789,331811.0,331811.0,0,3.3333333333333335e-05,4.111111111111111e-05
0.9;295698.0;295698.0;0;1;0;113400000;20,10000,10000,1,660,678.0,678.0,0,0.0018,0.0022199999999999998;19,22500,22500,2,785,1481.0,1481.0,0,0.0008,0.0009866666666666667;18,26250,26250,3,1382,2881.0,2881.0,0,0.0006857142857142857,0.0008457142857142857;17,28350,28350,4,63,2962.0,2962.0,0,0.0006349206349206349,0.000783068783068783;16,50400,50400,5,5105,13177.0,8085.0,0,0.00035714285714285714,0.00044047619047619046;15,54000,54000,6,7996,16777.0,16777.0,0,0.0003333333333333333,0.0004111111111111111;14,60000,60000,7,1380,18175.0,18175.0,0,0.0003,0.00037;13,84000,84000,8,498,36192.0,18691.0,0,0.00021428571428571427,0.0002642857142857143;12,87500,87500,9,4599,39692.0,24789.0,0,0.00020571428571428572,0.0002537142857142857;11,105000,105000,10,2407,57192.0,28695.0,0,0.00017142857142857143,0.00021142857142857142;10,118125,118125,11,8663,70317.0,38054.0,0,0.00015238095238095237,0.00018793650793650794;9,120000,120000,12,8339,72192.0,47892.0,0,0.00015,0.000185;8,131250,131250,13,1330,83442.0,49240.0,0,0.00013714285714285713,0.00016914285714285713;7,141750,141750,14,2825,93942.0,70936.0,0,0.00012698412698412698,0.00015661375661375662;6,157500,157500,15,4810,109692.0,75764.0,0,0.00011428571428571428,0.00014095238095238096;5,162000,162000,16,18105,114192.0,148807.0,0,0.00011111111111111112,0.00013703703703703702;4,168000,168000,17,3300,120192.0,209306.0,1,0.00010714285714285714,0.00013214285714285715;3,168750,168750,18,2108,120942.0,228829.0,1,0.00010666666666666667,0.00013155555555555555;2,196875,196875,19,5101,134154.0,282683.0,1,9.142857142857143e-05,0.00011276190476190476;1,900000,900000,20,2073,295698.0,295698.0,0,2e-05,2.4666666666666665e-05
0.9;234100.0;234100.0;0;1;0;113400000;20,10000,10000,1,554,572.0,572.0,0,0.0018,0.0022199999999999998;19,15750,15750,2,1146,1736.0,1736.0,0,0.001142857142857143,0.0014095238095238095;18,30240,30240,3,2540,4794.0,4294.0,0,0.0005952380952380953,0.0007341269841269841;17,33750,33750,4,3976,8304.0,8288.0,0,0.0005333333333333334,0.0006577777777777777;16,35000,35000,5,1248,9554.0,9554.0,0,0.0005142857142857143,0.0006342857142857143;15,39375,39375,6,967,11111.0,11111.0,0,0.00045714285714285713,0.0005638095238095238;14,50000,50000,7,1709,15472.0,12838.0,0,0.00036,0.000444;13,56700,56700,8,1049,22172.0,13905.0,0,0.00031746031746031746,0.0003915343915343915;12,70000,70000,9,3977,35472.0,19064.0,0,0.00025714285714285715,0.00031714285714285715;11,70875,70875,10,1745,36347.0,21399.0,0,0.00025396825396825396,0.00031322751322751324;10,75600,75600,11,759,41072.0,22176.0,0,0.0002380952380952381,0.00029365079365079364;9,81000,81000,12,13147,46472.0,46452.0,0,0.00022222222222222223,0.00027407407407407404;8,84375,84375,13,2213,49847.0,49847.0,0,0.00021333333333333333,0.0002631111111111111;7,90000,90000,14,442,51948.0,52606.0,0,0.0002,0.0002466666666666667;6,90720,90720,15,1771,52668.0,54395.0,0,0.0001984126984126984,0.0002447089947089947;5,94500,94500,16,847,55356.0,55260.0,0,0.00019047619047619048,0.0002349206349206349;4,100800,100800,17,306,61656.0,55584.0,0,0.00017857142857142857,0.00022023809523809523;3,105000,105000,18,5960,65856.0,66923.0,0,0.00017142857142857143,0.00021142857142857142;2,120000,120000,19,1683,74456.0,128459.0,1,0.00015,0.000185;1,420000,420000,20,21752,234100.0,234100.0,0,4.2857142857142856e-05,5.2857142857142855e-05
0.9;579538.0;579538.0;0;1;1;113400000;20,10000,10000,1,967,985.0,985.0,0,0.0018,0.0022199999999999998;19,25200,25200,2,457,1460.0,1460.0,0,0.0007142857142857143,0.0008809523809523809;18,45360,45360,3,453,1931.0,1931.0,0,0.0003968253968253968,0.0004894179894179894;17,56700,56700,4,2269,4218.0,4218.0,0,0.00031746031746031746,0.0003915343915343915;16,60480,60480,5,2228,6464.0,6464.0,0,0.00029761904761904765,0.00036706349206349205;15,63000,63000,6,194,6676.0,6676.0,0,0.00028571428571428574,0.0003523809523809524;14,84000,84000,7,4402,12081.0,12081.0,0,0.00021428571428571427,0.0002642857142857143;13,87500,87500,8,1135,13234.0,13234.0,0,0.00020571428571428572,0.0002537142857142857;12,105000,105000,9,4464,24198.0,17716.0,0,0.00017142857142857143,0.00021142857142857142;11,108000,108000,10,5891,27198.0,24610.0,0,0.00016666666666666666,0.00020555555555555556;10,120000,120000,11,285,39198.0,24913.0,0,0.00015,0.000185;9,129600,129600,12,12768,48798.0,39159.0,0,0.0001388888888888889,0.0001712962962962963;8,135000,135000,13,1103,54198.0,41265.0,0,0.00013333333333333334,0.00016444444444444444;7,151200,151200,14,13537,70398.0,59038.0,0,0.00011904761904761905,0.00014682539682539682;6,168750,168750,15,6542,87948.0,69041.0,0,0.00010666666666666667,0.00013155555555555555;5,180000,180000,16,16929,99198.0,95462.0,0,0.0001,0.00012333333333333334;4,196875,196875,17,14853,116073.0,146025.0,0,9.142857142857143e-05,0.00011276190476190476;3,200000,200000,18,4115,119198.0,151143.0,0,9e-05,0.000111;2,700000,700000,19,19799,379538.0,292603.0,0,2.5714285714285714e-05,3.1714285714285715e-05;1,900000,900000,20,58121,579538.0,579538.0,0,2e-05,2.4666666666666665e-05
0.9;483185.0;483185.0;0;1;1;113400000;20,15750,15750,1,365,383.0,383.0,0,0.001142857142857143,0.0014095238095238095;19,20000,20000,2,283,684.0,684.0,0,0.0009,0.0011099999999999999;18,25200,25200,3,2145,2847.0,2847.0,0,0.0007142857142857143,0.0008809523809523809;17,28350,28350,4,555,5072.0,3420.0,0,0.0006349206349206349,0.000783068783068783;16,30240,30240,5,3524,6962.0,6962.0,0,0.0005952380952380953,0.0007341269841269841;15,33750,33750,6,2876,9856.0,9856.0,0,0.0005333333333333334,0.0006577777777777777;14,37800,37800,7,159,10033.0,10033.0,0,0.0004761904761904762,0.0005873015873015873;13,45360,45360,8,5395,15446.0,15446.0,0,0.0003968253968253968,0.0004894179894179894;12,54000,54000,9,29,15493.0,15493.0,0,0.0003333333333333333,0.0004111111111111111;11,64800,64800,10,1003,21924.0,16897.0,0,0.0002777777777777778,0.0003425925925925926;10,70000,70000,11,3890,27124.0,21106.0,0,0.00025714285714285715,0.00031714285714285715;9,70875,70875,12,1104,27999.0,22228.0,0,0.00025396825396825396,0.00031322751322751324;8,78750,78750,13,2957,35874.0,27366.0,0,0.00022857142857142857,0.0002819047619047619;7,81000,81000,14,3171,38124.0,38124.0,0,0.00022222222222222223,0.00027407407407407404;6,100000,100000,15,8486,54888.0,54935.0,0,0.00018,0.000222;5,108000,108000,16,350,55303.0,55303.0,0,0.00016666666666666666,0.00020555555555555556;4,141750,141750,17,275,55596.0,55596.0,0,0.00012698412698412698,0.00015661375661375662;3,180000,180000,18,5283,85921.0,66717.0,0,0.0001,0.00012333333333333334;2,181440,181440,19,2941,87361.0,87361.0,0,9.92063492063492e-05,0.00012235449735449735;1,810000,810000,20,94197,483185.0,483185.0,0,2.2222222222222223e-05,2.7407407407407405e-05
0.9;219764.0;219764.0;0;1;1;113400000;20,15750,15750,1,3731,3749.0,3749.0,0,0.001142857142857143,0.0014095238095238095;19,25200,25200,2,578,4345.0,4345.0,0,0.0007142857142857143,0.0008809523809523809;18,39375,39375,3,5888,10251.0,10251.0,0,0.00045714285714285713,0.0005638095238095238;17,45360,45360,4,2570,15359.0,12839.0,0,0.0003968253968253968,0.0004894179894179894;16,47250,47250,5,2287,17249.0,15144.0,0,0.00038095238095238096,0.0004698412698412698;15,50000,50000,6,519,19999.0,15681.0,0,0.00036,0.000444;14,50400,50400,7,951,20399.0,20399.0,0,0.00035714285714285714,0.00044047619047619046;13,56250,56250,8,709,21126.0,21126.0,0,0.00032,0.00039466666666666665;12,63000,63000,9,2064,23520.0,23208.0,0,0.00028571428571428574,0.0003523809523809524;11,65625,65625,10,927,26145.0,24153.0,0,0.00027428571428571427,0.00033828571428571425;10,70875,70875,11,772,31395.0,24943.0,0,0.00025396825396825396,0.00031322751322751324;9,72000,72000,12,1242,32520.0,26799.0,0,0.00025,0.0003083333333333333;8,75000,75000,13,4954,35520.0,35520.0,0,0.00024,0.000296;7,81000,81000,14,1434,36972.0,36972.0,0,0.00022222222222222223,0.00027407407407407404;6,112500,112500,15,1383,64515.0,38373.0,0,0.00016,0.00019733333333333332;5,118125,118125,16,302,70140.0,38693.0,0,0.00015238095238095237,0.00018793650793650794;4,129600,129600,17,12103,81615.0,104436.0,0,0.0001388888888888889,0.0001712962962962963;3,180000,180000,18,4226,116673.0,108680.0,0,0.0001,0.00012333333333333334;2,181440,181440,19,4939,118113.0,125740.0,0,9.92063492063492e-05,0.00012235449735449735;1,504000,504000,20,5891,219764.0,219764.0,0,3.571428571428572e-05,4.404761904761905e-05
0.9;179896.0;179896.0;0;1;1;113400000;20,10000,10000,1,598,616.0,616.0,0,0.0018,0.0022199999999999998;19,15750,15750,2,18,652.0,652.0,0,0.001142857142857143,0.0014095238095238095;18,22500,22500,3,410,1080.0,1080.0,0,0.0008,0.0009866666666666667;17,26250,26250,4,2828,3926.0,3926.0,0,0.0006857142857142857,0.0008457142857142857;16,40000,40000,5,530,5112.0,4474.0,0,0.00045,0.0005549999999999999;15,45360,45360,6,3793,10472.0,8285.0,0,0.0003968253968253968,0.0004894179894179894;14,52500,52500,7,4467,17612.0,13386.0,0,0.00034285714285714285,0.00042285714285714284;13,63000,63000,8,1905,28112.0,15309.0,0,0.00028571428571428574,0.0003523809523809524;12,67500,67500,9,12707,32612.0,32612.0,0,0.0002666666666666667,0.00032888888888888887;11,75000,75000,10,960,33590.0,33590.0,0,0.00024,0.000296;10,78750,78750,11,264,33872.0,33872.0,0,0.00022857142857142857,0.0002819047619047619;9,90000,90000,12,5740,42912.0,39630.0,0,0.0002,0.0002466666666666667;8,118125,118125,13,2756,71037.0,43568.0,0,0.00015238095238095237,0.00018793650793650794;7,129600,129600,14,6147,82512.0,62571.0,0,0.0001388888888888889,0.0001712962962962963;6,140000,140000,15,28,92912.0,62617.0,0,0.00012857142857142858,0.00015857142857142857;5,168000,168000,16,3524,120912.0,87193.0,0,0.00010714285714285714,0.00013214285714285715;4,189000,189000,17,11319,141912.0,122144.0,0,9.523809523809524e-05,0.00011746031746031745;3,196875,196875,18,3668,149787.0,125830.0,0,9.142857142857143e-05,0.00011276190476190476;2,200000,200000,19,8685,152912.0,178810.0,0,9e-05,0.000111;1,700000,700000,20,1068,179896.0,179896.0,0,2.5714285714285714e-05,3.1714285714285715e-05
0.9;586158.0;586158.0;0;1;1;113400000;20,15750,15750,1,299,317.0,317.0,0,0.001142857142857143,0.0014095238095238095;19,20000,20000,2,151,486.0,486.0,0,0.0009,0.0011099999999999999;18,22500,22500,3,495,999.0,999.0,0,0.0008,0.0009866666666666667;17,26250,26250,4,2812,3829.0,3829.0,0,0.0006857142857142857,0.0008457142857142857;16,56700,56700,5,186,4033.0,4033.0,0,0.00031746031746031746,0.0003915343915343915;15,60000,60000,6,1787,5838.0,5838.0,0,0.0003,0.00037;14,64800,64800,7,1442,8352.0,7298.0,0,0.0002777777777777778,0.0003425925925925926;13,72000,72000,8,1734,15552.0,9050.0,0,0.00025,0.0003083333333333333;12,84000,84000,9,3675,27552.0,12743.0,0,0.00021428571428571427,0.0002642857142857143;11,90000,90000,10,9245,33552.0,22492.0,0,0.0002,0.0002466666666666667;10,90720,90720,11,1260,34272.0,24283.0,0,0.0001984126984126984,0.0002447089947089947;9,100800,100800,12,1579,44352.0,25880.0,0,0.00017857142857142857,0.00022023809523809523;8,101250,101250,13,5013,44802.0,34058.0,0,0.00017777777777777779,0.00021925925925925924;7,105000,105000,14,13477,48552.0,48552.0,0,0.00017142857142857143,0.00021142857142857142;6,108000,108000,15,93,49205.0,48663.0,0,0.00016666666666666666,0.00020555555555555556;5,120000,120000,16,4975,61205.0,56486.0,0,0.00015,0.000185;4,129600,129600,17,9833,70805.0,70805.0,0,0.0001388888888888889,0.0001712962962962963;3,157500,157500,18,7821,83712.0,83712.0,0,0.00011428571428571428,0.00014095238095238096;2,189000,189000,19,3863,108104.0,151100.0,0,9.523809523809524e-05,0.00011746031746031745;1,900000,900000,20,97279,586158.0,586158.0,0,2e-05,2.4666666666666665e-05
